TIME,TKN,ENT,X,Y,SPEED,HEAD,ALTIT,ID,L_R,SIF1,SIF2,SIF3,QUAL,SITO
185842,AJ421,25,84,-159,446,182,26249,F,R,-,-,1136,7,P.BALLONE
185902,AJ421,25,84,-161,445,182,26249,F,R,-,-,1136,7,P.BALLONE
185912,AJ421,25,84,-162,446,182,26249,F,R,-,-,1136,7,P.BALLONE
